User-ID;ISBN;Book-Rating;Book-Title;Book-Author;Year-Of-Publication;City;State;Country;AgeGroup;content
104399;0451169522;10;Misery;Stephen King;2004;middletown;ohio;usa;Young Adult;Misery Stephen King 2004
104399;0451177096;9;Dolores Claiborne;Stephen King;2004;middletown;ohio;usa;Young Adult;Dolores Claiborne Stephen King 2004
104399;0452257743;10;The Bachman Books: Four Early Novels by Stephen King : Rage, the Long Walk, Roadwork, the Running Man;Stephen King;1985;middletown;ohio;usa;Young Adult;The Bachman Books: Four Early Novels by Stephen King : Rage, the Long Walk, Roadwork, the Running Man Stephen King 1985
104399;0553274295;10;Where the Red Fern Grows;Wilson Rawls;1984;middletown;ohio;usa;Young Adult;Where the Red Fern Grows Wilson Rawls 1984
104399;0553582747;10;From the Corner of His Eye;Dean Koontz;2001;middletown;ohio;usa;Young Adult;From the Corner of His Eye Dean Koontz 2001
104399;0553582917;10;Intensity;DEAN KOONTZ;2000;middletown;ohio;usa;Young Adult;Intensity DEAN KOONTZ 2000
104399;067102423X;10;Bag of Bones;Stephen King;1999;middletown;ohio;usa;Young Adult;Bag of Bones Stephen King 1999
104399;0671039741;10;Salem's Lot;Stephen King;1999;middletown;ohio;usa;Young Adult;Salem's Lot Stephen King 1999
104399;0671729411;10;Flowers In The Attic (Dollanganger);V.C. Andrews;1990;middletown;ohio;usa;Young Adult;Flowers In The Attic (Dollanganger) V.C. Andrews 1990
104399;0671729446;10;Heaven (Casteel);V.C. Andrews;1990;middletown;ohio;usa;Young Adult;Heaven (Casteel) V.C. Andrews 1990
104399;0671759345;9;Ruby (Landry);V.C. Andrews;1994;middletown;ohio;usa;Young Adult;Ruby (Landry) V.C. Andrews 1994
104399;0671759361;10;Pearl in the Mist (Landry);V.C. Andrews;1994;middletown;ohio;usa;Young Adult;Pearl in the Mist (Landry) V.C. Andrews 1994
104399;0671873199;10;All That Glitters (Landry);V.C. Andrews;1995;middletown;ohio;usa;Young Adult;All That Glitters (Landry) V.C. Andrews 1995
104399;0679441018;9;Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles);ANNE RICE;1995;middletown;ohio;usa;Young Adult;Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles) ANNE RICE 1995
104399;0684859718;10;Deadly Decisions;Kathy Reichs;2000;middletown;ohio;usa;Young Adult;Deadly Decisions Kathy Reichs 2000
104399;0786010908;10;Haunted;Tamara Thorne;2001;middletown;ohio;usa;Young Adult;Haunted Tamara Thorne 2001
104399;0786013109;10;Eternity;Tamara Thorne;2001;middletown;ohio;usa;Young Adult;Eternity Tamara Thorne 2001
104399;1566195918;10;Black Beauty;Anna Sewell;2001;middletown;ohio;usa;Young Adult;Black Beauty Anna Sewell 2001
104413;0060934417;9;Bel Canto: A Novel;Ann Patchett;2002;sacramento;california;usa;Middle Age;Bel Canto: A Novel Ann Patchett 2002
104413;0380708213;9;The Forever War;Joe Haldeman;1991;sacramento;california;usa;Middle Age;The Forever War Joe Haldeman 1991
104413;0451203933;8;Black Hawk Down: A Story of Modern War;Mark Bowden;2001;sacramento;california;usa;Middle Age;Black Hawk Down: A Story of Modern War Mark Bowden 2001
104413;0553283685;8;Hyperion;DAN SIMMONS;1990;sacramento;california;usa;Middle Age;Hyperion DAN SIMMONS 1990
104413;0553560735;8;Red Mars (Mars Trilogy);Kim Stanley Robinson;1993;sacramento;california;usa;Middle Age;Red Mars (Mars Trilogy) Kim Stanley Robinson 1993
104413;0812513738;5;The Shadow Rising (The Wheel of Time, Book 4);Robert Jordan;1993;sacramento;california;usa;Middle Age;The Shadow Rising (The Wheel of Time, Book 4) Robert Jordan 1993
104429;0060256737;10;A Light in the Attic;Shel Silverstein;1981;brainerd;minnesota;usa;Adult;A Light in the Attic Shel Silverstein 1981
104429;0060502258;10;The Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;2002;brainerd;minnesota;usa;Adult;The Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells 2002
104429;0140257934;7;These High, Green Hills (The Mitford Years);Jan Karon;1997;brainerd;minnesota;usa;Adult;These High, Green Hills (The Mitford Years) Jan Karon 1997
104429;0310205719;10;The Purpose-Driven Life: What on Earth Am I Here For?;Rick Warren;2002;brainerd;minnesota;usa;Adult;The Purpose-Driven Life: What on Earth Am I Here For? Rick Warren 2002
104429;0380719185;10;Princess: A True Story of Life Behind the Veil in Saudi Arabia;Jean P. Sasson;1997;brainerd;minnesota;usa;Adult;Princess: A True Story of Life Behind the Veil in Saudi Arabia Jean P. Sasson 1997
104429;0440211727;10;A Time to Kill;JOHN GRISHAM;1992;brainerd;minnesota;usa;Adult;A Time to Kill JOHN GRISHAM 1992
104429;0440214041;10;The Pelican Brief;John Grisham;1993;brainerd;minnesota;usa;Adult;The Pelican Brief John Grisham 1993
104429;0440904196;10;Are You There God?  It's Me, Margaret;Judy Blume;1991;brainerd;minnesota;usa;Adult;Are You There God?  It's Me, Margaret Judy Blume 1991
104429;0446605239;9;The Notebook;Nicholas Sparks;1998;brainerd;minnesota;usa;Adult;The Notebook Nicholas Sparks 1998
104429;0446672211;10;Where the Heart Is (Oprah's Book Club (Paperback));Billie Letts;1998;brainerd;minnesota;usa;Adult;Where the Heart Is (Oprah's Book Club (Paperback)) Billie Letts 1998
104429;0449300021;10;Les Miserables;VICTOR HUGO;1982;brainerd;minnesota;usa;Adult;Les Miserables VICTOR HUGO 1982
104429;0515137111;1;Birthright;Nora Roberts;2004;brainerd;minnesota;usa;Adult;Birthright Nora Roberts 2004
104429;0684865742;10;Tis: A Memoir;Frank McCourt;2000;brainerd;minnesota;usa;Adult;Tis: A Memoir Frank McCourt 2000
104429;0842373195;10;Let's Roll: Ordinary People, Extraordinary Courage;Lisa Beamer;2002;brainerd;minnesota;usa;Adult;Let's Roll: Ordinary People, Extraordinary Courage Lisa Beamer 2002
104429;1558743669;8;"A Child Called \It\"": One Child's Courage to Survive""";Dave Pelzer;1995;brainerd;minnesota;usa;Adult;"A Child Called \It\"": One Child's Courage to Survive"" Dave Pelzer 1995"
104505;0060914653;5;The Unbearable Lightness of Being;Milan Kundera;1988;bend;oregon;;Adult;The Unbearable Lightness of Being Milan Kundera 1988
104505;0060976845;8;Little Altars Everywhere: A Novel;Rebecca Wells;1996;bend;oregon;;Adult;Little Altars Everywhere: A Novel Rebecca Wells 1996
104505;0345335465;10;Dragonflight (Dragonriders of Pern Trilogy (Paperback));Anne McCaffrey;1991;bend;oregon;;Adult;Dragonflight (Dragonriders of Pern Trilogy (Paperback)) Anne McCaffrey 1991
104505;0345435273;9;A Caress of Twilight (Meredith Gentry Novels (Hardcover));LAURELL K. HAMILTON;2002;bend;oregon;;Adult;A Caress of Twilight (Meredith Gentry Novels (Hardcover)) LAURELL K. HAMILTON 2002
104505;042513699X;10;Turtle Moon;Alice Hoffman;1993;bend;oregon;;Adult;Turtle Moon Alice Hoffman 1993
104505;0425181685;10;Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover));Laurell K. Hamilton;2001;bend;oregon;;Adult;Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)) Laurell K. Hamilton 2001
104505;0441001971;10;Circus of the Damned (Anita Blake Vampire Hunter (Paperback));Laurell K. Hamilton;1995;bend;oregon;;Adult;Circus of the Damned (Anita Blake Vampire Hunter (Paperback)) Laurell K. Hamilton 1995
104505;0441002935;10;The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback));Laurell K. Hamilton;2001;bend;oregon;;Adult;The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)) Laurell K. Hamilton 2001
104505;0441003745;10;Bloody Bones (Anita Blake Vampire Hunter (Paperback));Laurell K. Hamilton;2001;bend;oregon;;Adult;Bloody Bones (Anita Blake Vampire Hunter (Paperback)) Laurell K. Hamilton 2001
104505;0441004326;6;Archangel (Samaria Trilogy, Book 1);Sharon Shinn;1997;bend;oregon;;Adult;Archangel (Samaria Trilogy, Book 1) Sharon Shinn 1997
104505;0441005748;10;Blue Moon (Anita Blake Vampire Hunter);Laurell K. Hamilton;1998;bend;oregon;;Adult;Blue Moon (Anita Blake Vampire Hunter) Laurell K. Hamilton 1998
104505;0441007813;10;Obsidian Butterfly;Laurell K. Hamilton;2000;bend;oregon;;Adult;Obsidian Butterfly Laurell K. Hamilton 2000
104505;0441172717;10;Dune (Remembering Tomorrow);Frank Herbert;1996;bend;oregon;;Adult;Dune (Remembering Tomorrow) Frank Herbert 1996
104550;0028604199;5;Once upon a More Enlightened Time: More Politically Correct Bedtime Stories;James Finn Garner;1995;lisboa;lisboa;portugal;Young Adult;Once upon a More Enlightened Time: More Politically Correct Bedtime Stories James Finn Garner 1995
104550;0451524934;9;1984;George Orwell;1990;lisboa;lisboa;portugal;Young Adult;1984 George Orwell 1990
104550;0553564528;7;Guilty as Sin;TAMI HOAG;1997;lisboa;lisboa;portugal;Young Adult;Guilty as Sin TAMI HOAG 1997
104550;0553579606;7;Ashes to Ashes;TAMI HOAG;2000;lisboa;lisboa;portugal;Young Adult;Ashes to Ashes TAMI HOAG 2000
104550;0880381736;8;Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1);Margaret Weis;1990;lisboa;lisboa;portugal;Young Adult;Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1) Margaret Weis 1990
104550;B0000E63CJ;7;Dreamcatcher;Stephen King;2001;lisboa;lisboa;portugal;Young Adult;Dreamcatcher Stephen King 2001
104569;0316603570;7;3rd Degree;James Patterson;2004;teaneck;new jersey;usa;Middle Age;3rd Degree James Patterson 2004
104569;0399149821;5;Dirty Work;Stuart Woods;2003;teaneck;new jersey;usa;Middle Age;Dirty Work Stuart Woods 2003
104569;0399150897;3;Blow Fly: A Scarpetta Novel;Patricia Cornwell;2003;teaneck;new jersey;usa;Middle Age;Blow Fly: A Scarpetta Novel Patricia Cornwell 2003
104569;0399150900;5;Capital Crimes;Stuart Woods;2003;teaneck;new jersey;usa;Middle Age;Capital Crimes Stuart Woods 2003
104604;0151006903;8;Baudolino;Umberto Eco;2002;vancouver;bc;canada;Adult;Baudolino Umberto Eco 2002
104604;0345418271;9;Foucault's Pendulum;Umberto Eco;1997;vancouver;bc;canada;Adult;Foucault's Pendulum Umberto Eco 1997
104604;0380788624;9;Cryptonomicon;Neal Stephenson;2000;vancouver;bc;canada;Adult;Cryptonomicon Neal Stephenson 2000
104604;0553277472;9;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values;ROBERT PIRSIG;1984;vancouver;bc;canada;Adult;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values ROBERT PIRSIG 1984
104636;0060256672;10;Where the Sidewalk Ends : Poems and Drawings;Shel Silverstein;1974;youngstown;ohio;usa;Adult;Where the Sidewalk Ends : Poems and Drawings Shel Silverstein 1974
104636;0060740450;8;One Hundred Years of Solitude (Oprah's Book Club);Gabriel Garcia Marquez;2004;youngstown;ohio;usa;Adult;One Hundred Years of Solitude (Oprah's Book Club) Gabriel Garcia Marquez 2004
104636;0061009059;9;One for the Money (Stephanie Plum Novels (Paperback));Janet Evanovich;1995;youngstown;ohio;usa;Adult;One for the Money (Stephanie Plum Novels (Paperback)) Janet Evanovich 1995
104636;0061090808;9;New York Dead;Stuart Woods;1992;youngstown;ohio;usa;Adult;New York Dead Stuart Woods 1992
104636;0064400018;9;Little House in the Big Woods;Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;Little House in the Big Woods Laura Ingalls Wilder 1953
104636;0064400026;10;Little House on the Prairie;Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;Little House on the Prairie Laura Ingalls Wilder 1953
104636;0064400034;8;Farmer Boy (Little House);Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;Farmer Boy (Little House) Laura Ingalls Wilder 1953
104636;0064400042;9;On the Banks of Plum Creek;Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;On the Banks of Plum Creek Laura Ingalls Wilder 1953
104636;0064400050;9;By the Shores of Silver Lake (Little House);Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;By the Shores of Silver Lake (Little House) Laura Ingalls Wilder 1953
104636;0064400069;9;The Long Winter (Little House);Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;The Long Winter (Little House) Laura Ingalls Wilder 1953
104636;0064400085;9;These Happy Golden Years (Little House);Laura Ingalls Wilder;1953;youngstown;ohio;usa;Adult;These Happy Golden Years (Little House) Laura Ingalls Wilder 1953
104636;0064400557;10;Charlotte's Web (Trophy Newbery);E. B. White;1974;youngstown;ohio;usa;Adult;Charlotte's Web (Trophy Newbery) E. B. White 1974
104636;0064401847;10;Bridge to Terabithia;Katherine Paterson;1987;youngstown;ohio;usa;Adult;Bridge to Terabithia Katherine Paterson 1987
104636;0064405176;9;Walk Two Moons;Sharon Creech;1996;youngstown;ohio;usa;Adult;Walk Two Moons Sharon Creech 1996
104636;0064471047;10;The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2);C. S. Lewis;1994;youngstown;ohio;usa;Adult;The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2) C. S. Lewis 1994
104636;014028009X;6;Bridget Jones's Diary;Helen Fielding;1999;youngstown;ohio;usa;Adult;Bridget Jones's Diary Helen Fielding 1999
104636;014131088X;9;Speak;Laurie Halse Anderson;2001;youngstown;ohio;usa;Adult;Speak Laurie Halse Anderson 2001
104636;0312265859;8;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2002;youngstown;ohio;usa;Adult;Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich 2002
104636;0312952813;8;The Black Ice (Detective Harry Bosch Mysteries);Michael Connelly;1996;youngstown;ohio;usa;Adult;The Black Ice (Detective Harry Bosch Mysteries) Michael Connelly 1996
104636;0312955006;7;The Concrete Blonde (A Harry Bosch Novel);Michael Connelly;1995;youngstown;ohio;usa;Adult;The Concrete Blonde (A Harry Bosch Novel) Michael Connelly 1995
104636;0312966091;9;Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;1998;youngstown;ohio;usa;Adult;Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich 1998
104636;0312966970;9;Four To Score (A Stephanie Plum Novel);Janet Evanovich;1999;youngstown;ohio;usa;Adult;Four To Score (A Stephanie Plum Novel) Janet Evanovich 1999
104636;0312971346;9;High Five (A Stephanie Plum Novel);Janet Evanovich;2000;youngstown;ohio;usa;Adult;High Five (A Stephanie Plum Novel) Janet Evanovich 2000
104636;0312976275;9;Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2001;youngstown;ohio;usa;Adult;Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich 2001
104636;0312980140;9;Seven Up (A Stephanie Plum Novel);Janet Evanovich;2002;youngstown;ohio;usa;Adult;Seven Up (A Stephanie Plum Novel) Janet Evanovich 2002
104636;0312983271;7;Full House (Janet Evanovich's Full Series);Janet Evanovich;2002;youngstown;ohio;usa;Adult;Full House (Janet Evanovich's Full Series) Janet Evanovich 2002
104636;0312990456;9;One for the Money (A Stephanie Plum Novel);Janet Evanovich;2003;youngstown;ohio;usa;Adult;One for the Money (A Stephanie Plum Novel) Janet Evanovich 2003
104636;0312991460;9;To the Nines (A Stephanie Plum Novel);Janet Evanovich;2004;youngstown;ohio;usa;Adult;To the Nines (A Stephanie Plum Novel) Janet Evanovich 2004
104636;0316284955;8;White Oleander : A Novel (Oprah's Book Club);Janet Fitch;2000;youngstown;ohio;usa;Adult;White Oleander : A Novel (Oprah's Book Club) Janet Fitch 2000
104636;0316601950;9;The Pilot's Wife : A Novel;Anita Shreve;1999;youngstown;ohio;usa;Adult;The Pilot's Wife : A Novel Anita Shreve 1999
104636;034538184X;8;Degree of Guilt;Richard North Patterson;1995;youngstown;ohio;usa;Adult;Degree of Guilt Richard North Patterson 1995
104636;0345386132;10;Eyes of a Child;Richard North Patterson;1996;youngstown;ohio;usa;Adult;Eyes of a Child Richard North Patterson 1996
104636;0345423097;7;Joy School (Ballantine Reader's Circle);ELIZABETH BERG;1998;youngstown;ohio;usa;Adult;Joy School (Ballantine Reader's Circle) ELIZABETH BERG 1998
104636;0345423291;6;What We Keep : A Novel (Ballantine Reader's Circle);Elizabeth Berg;1999;youngstown;ohio;usa;Adult;What We Keep : A Novel (Ballantine Reader's Circle) Elizabeth Berg 1999
104636;0345435168;8;Open House (Oprah's Book Club (Paperback));Elizabeth Berg;2001;youngstown;ohio;usa;Adult;Open House (Oprah's Book Club (Paperback)) Elizabeth Berg 2001
104636;0345435796;5;The First Horseman;John Case;1999;youngstown;ohio;usa;Adult;The First Horseman John Case 1999
104636;0380710218;9;Postmortem;Patricia Daniels Cornwell;1993;youngstown;ohio;usa;Adult;Postmortem Patricia Daniels Cornwell 1993
104636;0380714752;9;The True Confessions of Charlotte Doyle (rack);Avi;1992;youngstown;ohio;usa;Adult;The True Confessions of Charlotte Doyle (rack) Avi 1992
104636;0380718332;9;All That Remains (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1993;youngstown;ohio;usa;Adult;All That Remains (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell 1993
104636;0380718340;8;"Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback))";Patricia D. Cornwell;1994;youngstown;ohio;usa;Adult;"Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell 1994"
104636;0380725711;9;Say You Love Me (Malory, No. 5);Johanna Lindsey;1997;youngstown;ohio;usa;Adult;Say You Love Me (Malory, No. 5) Johanna Lindsey 1997
104636;0380762595;7;Until Forever;Johanna Lindsey;1995;youngstown;ohio;usa;Adult;Until Forever Johanna Lindsey 1995
104636;0380762609;9;All I Need Is You;Johanna Lindsey;1998;youngstown;ohio;usa;Adult;All I Need Is You Johanna Lindsey 1998
104636;0380820447;8;For Better, for Worse: A Novel;Carole Matthews;2002;youngstown;ohio;usa;Adult;For Better, for Worse: A Novel Carole Matthews 2002
104636;0385318782;10;Talk Before Sleep;Elizabeth Berg;1997;youngstown;ohio;usa;Adult;Talk Before Sleep Elizabeth Berg 1997
104636;0385505833;8;Skipping Christmas;JOHN GRISHAM;2001;youngstown;ohio;usa;Adult;Skipping Christmas JOHN GRISHAM 2001
104636;0425157628;6;Ceremony in Death (Eve Dallas Mysteries (Paperback));J. D. Robb;1997;youngstown;ohio;usa;Adult;Ceremony in Death (Eve Dallas Mysteries (Paperback)) J. D. Robb 1997
104636;042516876X;9;Range of Motion;Elizabeth Berg;2000;youngstown;ohio;usa;Adult;Range of Motion Elizabeth Berg 2000
104636;0425192725;9;Q Is for Quarry;Sue Grafton;2003;youngstown;ohio;usa;Adult;Q Is for Quarry Sue Grafton 2003
104636;0439064872;10;Harry Potter and the Chamber of Secrets (Book 2);J. K. Rowling;2000;youngstown;ohio;usa;Adult;Harry Potter and the Chamber of Secrets (Book 2) J. K. Rowling 2000
104636;0439136369;10;Harry Potter and the Prisoner of Azkaban (Book 3);J. K. Rowling;2001;youngstown;ohio;usa;Adult;Harry Potter and the Prisoner of Azkaban (Book 3) J. K. Rowling 2001
104636;0439139600;10;Harry Potter and the Goblet of Fire (Book 4);J. K. Rowling;2002;youngstown;ohio;usa;Adult;Harry Potter and the Goblet of Fire (Book 4) J. K. Rowling 2002
104636;0440111811;8;Changes;Danielle Steel;1984;youngstown;ohio;usa;Adult;Changes Danielle Steel 1984
104636;044011585X;8;Crossings;DANIELLE STEEL;1987;youngstown;ohio;usa;Adult;Crossings DANIELLE STEEL 1987
104636;0440124344;8;Family Album;Danielle Steel;1989;youngstown;ohio;usa;Adult;Family Album Danielle Steel 1989
104636;0440126894;8;Full Circle;Danielle Steel;1985;youngstown;ohio;usa;Adult;Full Circle Danielle Steel 1985
104636;0440166497;9;Once in a Lifetime;Danielle Steel;1983;youngstown;ohio;usa;Adult;Once in a Lifetime Danielle Steel 1983
104636;0440167531;8;Palomino;DANIELLE STEEL;1985;youngstown;ohio;usa;Adult;Palomino DANIELLE STEEL 1985
104636;0440168724;9;A Perfect Stranger;Danielle Steel;1983;youngstown;ohio;usa;Adult;A Perfect Stranger Danielle Steel 1983
104636;0440170796;8;The Promise;Danielle Steel;1978;youngstown;ohio;usa;Adult;The Promise Danielle Steel 1978
104636;0440173701;8;Remembrance;Danielle Steel;1983;youngstown;ohio;usa;Adult;Remembrance Danielle Steel 1983
104636;0440176484;10;Secrets;DANIELLE STEEL;1986;youngstown;ohio;usa;Adult;Secrets DANIELLE STEEL 1986
104636;0440177049;9;Season of Passion;Danielle Steel;1980;youngstown;ohio;usa;Adult;Season of Passion Danielle Steel 1980
104636;0440183057;9;Stillwatch;MARY HIGGINS CLARK;1986;youngstown;ohio;usa;Adult;Stillwatch MARY HIGGINS CLARK 1986
104636;0440184053;9;Summer's End;Danielle Steel;1980;youngstown;ohio;usa;Adult;Summer's End Danielle Steel 1980
104636;0440185327;8;Thurston House;Danielle Steel;1984;youngstown;ohio;usa;Adult;Thurston House Danielle Steel 1984
104636;0440186560;8;To Love Again;Danielle Steel;1981;youngstown;ohio;usa;Adult;To Love Again Danielle Steel 1981
104636;0440193613;8;Wanderlust;Danielle Steel;1987;youngstown;ohio;usa;Adult;Wanderlust Danielle Steel 1987
104636;0440200563;8;Fine Things;Danielle Steel;1988;youngstown;ohio;usa;Adult;Fine Things Danielle Steel 1988
104636;0440200989;9;Weep No More My Lady;Mary Higgins Clark;1993;youngstown;ohio;usa;Adult;Weep No More My Lady Mary Higgins Clark 1993
104636;0440201926;9;Kaleidoscope;Danielle Steel;1988;youngstown;ohio;usa;Adult;Kaleidoscope Danielle Steel 1988
104636;0440203856;8;Zoya;Danielle Steel;1989;youngstown;ohio;usa;Adult;Zoya Danielle Steel 1989
104636;0440205573;10;Star;Danielle Steel;1990;youngstown;ohio;usa;Adult;Star Danielle Steel 1990
104636;0440207622;8;Daddy;DANIELLE STEEL;1990;youngstown;ohio;usa;Adult;Daddy DANIELLE STEEL 1990
104636;0440209412;9;Message from Nam;Danielle Steel;1991;youngstown;ohio;usa;Adult;Message from Nam Danielle Steel 1991
104636;044021145X;10;The Firm;John Grisham;1992;youngstown;ohio;usa;Adult;The Firm John Grisham 1992
104636;0440211727;10;A Time to Kill;JOHN GRISHAM;1992;youngstown;ohio;usa;Adult;A Time to Kill JOHN GRISHAM 1992
104636;0440211891;10;Heartbeat;Danielle Steel;1992;youngstown;ohio;usa;Adult;Heartbeat Danielle Steel 1992
104636;0440213282;9;No Greater Love;Danielle Steel;1992;youngstown;ohio;usa;Adult;No Greater Love Danielle Steel 1992
104636;0440213525;9;The Client;John Grisham;1994;youngstown;ohio;usa;Adult;The Client John Grisham 1994
104636;0440214041;9;The Pelican Brief;John Grisham;1993;youngstown;ohio;usa;Adult;The Pelican Brief John Grisham 1993
104636;0440214114;9;Mixed Blessings;DANIELLE STEEL;1993;youngstown;ohio;usa;Adult;Mixed Blessings DANIELLE STEEL 1993
104636;044021422X;9;Jewels;Danielle Steel;1993;youngstown;ohio;usa;Adult;Jewels Danielle Steel 1993
104636;0440217512;9;Wings;Danielle Steel;1995;youngstown;ohio;usa;Adult;Wings Danielle Steel 1995
104636;0440219078;10;The Giver (21st Century Reference);LOIS LOWRY;1994;youngstown;ohio;usa;Adult;The Giver (21st Century Reference) LOIS LOWRY 1994
104636;0440220602;9;The Chamber;John Grisham;1995;youngstown;ohio;usa;Adult;The Chamber John Grisham 1995
104636;0440221501;9;Lightning;DANIELLE STEEL;1996;youngstown;ohio;usa;Adult;Lightning DANIELLE STEEL 1996
104636;044022165X;8;The Rainmaker;JOHN GRISHAM;1996;youngstown;ohio;usa;Adult;The Rainmaker JOHN GRISHAM 1996
104636;0440222842;8;Five Days in Paris;DANIELLE STEEL;1997;youngstown;ohio;usa;Adult;Five Days in Paris DANIELLE STEEL 1997
104636;0440224764;8;The Partner;John Grisham;1998;youngstown;ohio;usa;Adult;The Partner John Grisham 1998
104636;0440224780;10;The Ranch;DANIELLE STEEL;1998;youngstown;ohio;usa;Adult;The Ranch DANIELLE STEEL 1998
104636;0440224810;8;Special Delivery: A Novel;Danielle Steel;1998;youngstown;ohio;usa;Adult;Special Delivery: A Novel Danielle Steel 1998
104636;0440224837;10;The Long Road Home;Danielle Steel;1999;youngstown;ohio;usa;Adult;The Long Road Home Danielle Steel 1999
104636;0440224845;9;Bittersweet;DANIELLE STEEL;2000;youngstown;ohio;usa;Adult;Bittersweet DANIELLE STEEL 2000
104636;0440224853;10;The Ghost;Danielle Steel;1998;youngstown;ohio;usa;Adult;The Ghost Danielle Steel 1998
104636;0440224861;9;Irresistible Forces;Danielle Steel;2000;youngstown;ohio;usa;Adult;Irresistible Forces Danielle Steel 2000
104636;0440225698;4;The Klone and I: A High-Tech Love Story;Danielle Steel;1999;youngstown;ohio;usa;Adult;The Klone and I: A High-Tech Love Story Danielle Steel 1999
104636;0440225701;6;The Street Lawyer;JOHN GRISHAM;1999;youngstown;ohio;usa;Adult;The Street Lawyer JOHN GRISHAM 1999
104636;0440226406;10;Legacy of Silence;Belva Plain;1999;youngstown;ohio;usa;Adult;Legacy of Silence Belva Plain 1999
104636;0440226430;10;Summer Sisters;Judy Blume;1999;youngstown;ohio;usa;Adult;Summer Sisters Judy Blume 1999
104636;0440237009;9;The House on Hope Street;Danielle Steel;2001;youngstown;ohio;usa;Adult;The House on Hope Street Danielle Steel 2001
104636;0440403278;10;Number the Stars (Yearling Newbery);Lois Lowry;1990;youngstown;ohio;usa;Adult;Number the Stars (Yearling Newbery) Lois Lowry 1990
104636;0440414806;10;Holes (Yearling Newbery);LOUIS SACHAR;2000;youngstown;ohio;usa;Adult;Holes (Yearling Newbery) LOUIS SACHAR 2000
104636;0446354678;9;Memories of Midnight;Sidney Sheldon;1991;youngstown;ohio;usa;Adult;Memories of Midnight Sidney Sheldon 1991
104636;0446357405;10;The Other Side of Midnight;Sidney Sheldon;1988;youngstown;ohio;usa;Adult;The Other Side of Midnight Sidney Sheldon 1988
104636;0446363669;10;The Doomsday Conspiracy;Sidney Sheldon;1992;youngstown;ohio;usa;Adult;The Doomsday Conspiracy Sidney Sheldon 1992
104636;0446364193;9;Along Came a Spider (Alex Cross Novels);James Patterson;1993;youngstown;ohio;usa;Adult;Along Came a Spider (Alex Cross Novels) James Patterson 1993
104636;0446602612;10;The Poet;Michael Connelly;1997;youngstown;ohio;usa;Adult;The Poet Michael Connelly 1997
104636;0446603309;8;The Witness;Sandra Brown;1996;youngstown;ohio;usa;Adult;The Witness Sandra Brown 1996
104636;0446603716;9;"Hide &amp; Seek";James Patterson;1996;youngstown;ohio;usa;Adult;"Hide &amp; Seek James Patterson 1996"
104636;0446604089;8;The Best Laid Plans;Sidney Sheldon;1998;youngstown;ohio;usa;Adult;The Best Laid Plans Sidney Sheldon 1998
104636;0446604232;8;Exclusive;Sandra Brown;1997;youngstown;ohio;usa;Adult;Exclusive Sandra Brown 1997
104636;0446604801;6;"Jack &amp; Jill (Alex Cross Novels)";James Patterson;1997;youngstown;ohio;usa;Adult;"Jack &amp; Jill (Alex Cross Novels) James Patterson 1997"
104636;0446606189;8;"Cat &amp; Mouse (Alex Cross Novels)";James Patterson;1998;youngstown;ohio;usa;Adult;"Cat &amp; Mouse (Alex Cross Novels) James Patterson 1998"
104636;0446606243;8;The Tenth Justice;Brad Meltzer;1998;youngstown;ohio;usa;Adult;The Tenth Justice Brad Meltzer 1998
104636;0446607193;7;Unspeakable;Sandra Brown;1999;youngstown;ohio;usa;Adult;Unspeakable Sandra Brown 1999
